doc_id,break_id,trade_id,symbol,quantity,price,counterparty,settlement_date,break_type,mismatch_type,root_cause,severity,corporate_action_type,template_used
doc_1749,BRK02271,TRD104522,INFY,2000,1895.55,DEUTSCHE-BROKER,2026-08-22,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1750,BRK02273,TRD104529,HINDUNILVR,500,2743.3,HDFC-CUST,2026-08-12,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1751,BRK02276,TRD104536,BHARTIARTL,200,1682.36,ICICI-CUST,2026-08-16,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1752,BRK02286,TRD104559,KOTAKBANK,2000,1952.05,MORGANSTANLEY-BROKER,2026-08-11,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1753,BRK02288,TRD104564,KOTAKBANK,1500,1965.18,KOTAK-CUST,2026-08-12,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1754,BRK02289,TRD104568,WIPRO,2000,611.25,HDFC-CUST,2026-08-16,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1755,BRK02303,TRD104595,BHARTIARTL,500,1687.3,MORGANSTANLEY-BROKER,2026-08-22,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1756,BRK02310,TRD104605,HINDUNILVR,1500,2751.05,DEUTSCHE-BROKER,2026-08-07,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1757,BRK02316,TRD104620,INFY,2000,1885.19,KOTAK-CUST,2026-08-15,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1758,BRK02319,TRD104626,RELIANCE,200,2853.88,KOTAK-CUST,2026-08-19,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1759,BRK02328,TRD104647,RELIANCE,500,2838.6,KOTAK-CUST,2026-08-16,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1760,BRK02333,TRD104659,KOTAKBANK,500,1946.06,KOTAK-CUST,2026-08-17,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1761,BRK02340,TRD104674,KOTAKBANK,100,1955.48,ICICI-CUST,2026-08-08,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1762,BRK02341,TRD104675,HINDUNILVR,2000,2744.66,ICICI-CUST,2026-08-14,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1763,BRK02342,TRD104677,AXISBANK,250,1176.1,NOMURA-BROKER,2026-08-08,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1764,BRK02349,TRD104691,SBIN,1500,843.88,MORGANSTANLEY-BROKER,2026-08-15,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1765,BRK02353,TRD104701,RELIANCE,100,2842.15,KOTAK-CUST,2026-08-08,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1766,BRK02355,TRD104703,WIPRO,200,610.66,NOMURA-BROKER,2026-08-08,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1767,BRK02357,TRD104707,LT,500,3685.76,NOMURA-BROKER,2026-08-16,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1768,BRK02371,TRD104744,ITC,200,470.35,KOTAK-CUST,2026-08-16,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1769,BRK02374,TRD104755,ICICIBANK,250,1238.89,NOMURA-BROKER,2026-08-17,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1770,BRK02375,TRD104756,SBIN,1000,843.88,MORGANSTANLEY-BROKER,2026-08-07,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1771,BRK02377,TRD104758,ITC,750,468.37,HDFC-CUST,2026-08-11,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1772,BRK02381,TRD104769,MARUTI,750,13017.33,MORGANSTANLEY-BROKER,2026-08-17,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1773,BRK02390,TRD104779,BHARTIARTL,200,1687.34,KOTAK-CUST,2026-08-11,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1774,BRK02392,TRD104782,INFY,200,1898.58,NOMURA-BROKER,2026-08-18,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1775,BRK02397,TRD104790,LT,2000,3688.94,NOMURA-BROKER,2026-08-02,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1776,BRK02398,TRD104792,WIPRO,100,609.78,HDFC-CUST,2026-08-19,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1777,BRK02406,TRD104811,INFY,500,1885.53,MORGANSTANLEY-BROKER,2026-08-15,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1778,BRK02407,TRD104815,TCS,1000,4138.3,MORGANSTANLEY-BROKER,2026-08-13,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1779,BRK02410,TRD104826,WIPRO,750,612.66,ICICI-CUST,2026-08-11,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1780,BRK02412,TRD104829,ITC,1000,469.29,NOMURA-BROKER,2026-08-03,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1781,BRK02418,TRD104838,AXISBANK,100,1180.91,MORGANSTANLEY-BROKER,2026-08-22,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1782,BRK02419,TRD104840,MARUTI,200,13002.86,ICICI-CUST,2026-08-20,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1783,BRK02421,TRD104843,RELIANCE,750,2864.01,DEUTSCHE-BROKER,2026-08-04,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1784,BRK02426,TRD104849,SBIN,2000,842.66,DEUTSCHE-BROKER,2026-08-04,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1785,BRK02427,TRD104850,BHARTIARTL,100,1696.07,NOMURA-BROKER,2026-08-17,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1786,BRK02428,TRD104851,KOTAKBANK,100,1952.09,ICICI-CUST,2026-08-16,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1787,BRK02429,TRD104855,RELIANCE,2000,2839.33,MORGANSTANLEY-BROKER,2026-08-12,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1788,BRK02430,TRD104856,AXISBANK,2000,1184.58,KOTAK-CUST,2026-08-04,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1789,BRK02443,TRD104878,ICICIBANK,1000,1245.11,NOMURA-BROKER,2026-08-13,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1790,BRK02445,TRD104880,KOTAKBANK,250,1948.9,HDFC-CUST,2026-08-06,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1791,BRK02446,TRD104881,TATASTEEL,750,172.77,NOMURA-BROKER,2026-08-05,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1792,BRK02448,TRD104884,KOTAKBANK,1000,1946.57,ICICI-CUST,2026-08-05,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1793,BRK02449,TRD104885,HINDUNILVR,750,2755.38,HDFC-CUST,2026-08-02,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1794,BRK02450,TRD104888,TATASTEEL,200,172.11,MORGANSTANLEY-BROKER,2026-08-07,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1795,BRK02451,TRD104889,ICICIBANK,1500,1239.9,KOTAK-CUST,2026-08-12,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1796,BRK02452,TRD104890,WIPRO,2000,612.44,DEUTSCHE-BROKER,2026-08-13,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1797,BRK02457,TRD104899,HINDUNILVR,250,2753.48,HDFC-CUST,2026-08-19,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1798,BRK02463,TRD104919,MARUTI,1500,13036.32,MORGANSTANLEY-BROKER,2026-08-07,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1799,BRK02468,TRD104927,RELIANCE,100,2864.73,KOTAK-CUST,2026-08-16,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1800,BRK02469,TRD104929,ICICIBANK,2000,1239.56,KOTAK-CUST,2026-08-17,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1801,BRK02475,TRD104944,BHARTIARTL,750,1682.46,NOMURA-BROKER,2026-08-08,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1802,BRK02477,TRD104946,WIPRO,250,610.51,HDFC-CUST,2026-08-19,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1803,BRK02481,TRD104954,LT,1000,3668.56,DEUTSCHE-BROKER,2026-08-06,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1804,BRK02487,TRD104965,LT,1500,3676.33,NOMURA-BROKER,2026-08-02,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1805,BRK02496,TRD104980,KOTAKBANK,1000,1953.53,MORGANSTANLEY-BROKER,2026-08-09,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1806,BRK02498,TRD104992,AXISBANK,750,1181.52,ICICI-CUST,2026-08-20,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1807,BRK02506,TRD105005,INFY,200,1883.08,ICICI-CUST,2026-08-15,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1808,BRK02507,TRD105009,AXISBANK,1500,1180.9,NOMURA-BROKER,2026-08-18,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1809,BRK02510,TRD105017,RELIANCE,1000,2859.87,ICICI-CUST,2026-08-18,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1810,BRK02520,TRD105041,WIPRO,500,611.45,DEUTSCHE-BROKER,2026-08-22,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1811,BRK02525,TRD105055,HDFCBANK,200,1678.28,NOMURA-BROKER,2026-08-08,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1812,BRK02529,TRD105064,HDFCBANK,750,1671.88,DEUTSCHE-BROKER,2026-08-21,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1813,BRK02535,TRD105072,ITC,2000,467.76,ICICI-CUST,2026-08-16,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1814,BRK02539,TRD105080,RELIANCE,750,2851.73,ICICI-CUST,2026-08-09,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1815,BRK02540,TRD105081,ICICIBANK,750,1237.15,MORGANSTANLEY-BROKER,2026-08-12,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1816,BRK02542,TRD105086,TATASTEEL,1000,172.86,NOMURA-BROKER,2026-08-19,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1817,BRK02545,TRD105090,SBIN,500,844.42,DEUTSCHE-BROKER,2026-08-19,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1818,BRK02548,TRD105094,MARUTI,1500,12930.02,ICICI-CUST,2026-08-02,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1819,BRK02553,TRD105102,BHARTIARTL,750,1685.73,ICICI-CUST,2026-08-07,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1820,BRK02556,TRD105108,BHARTIARTL,1500,1694.7,MORGANSTANLEY-BROKER,2026-08-03,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1821,BRK02558,TRD105110,WIPRO,500,613.36,KOTAK-CUST,2026-08-15,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1822,BRK02565,TRD105129,TCS,1000,4124.65,NOMURA-BROKER,2026-08-03,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1823,BRK02566,TRD105131,ITC,200,469.75,KOTAK-CUST,2026-08-21,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1824,BRK02567,TRD105134,ICICIBANK,500,1245.63,NOMURA-BROKER,2026-08-16,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1825,BRK02573,TRD105146,LT,500,3691.39,KOTAK-CUST,2026-08-09,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1826,BRK02574,TRD105148,MARUTI,750,13029.02,HDFC-CUST,2026-08-21,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1827,BRK02575,TRD105149,LT,100,3684.36,ICICI-CUST,2026-08-08,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1828,BRK02578,TRD105154,RELIANCE,1000,2840.65,MORGANSTANLEY-BROKER,2026-08-21,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1829,BRK02583,TRD105172,TCS,1000,4100.76,MORGANSTANLEY-BROKER,2026-08-11,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1830,BRK02585,TRD105175,ITC,1500,469.35,KOTAK-CUST,2026-08-13,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1831,BRK02586,TRD105177,ITC,2000,470.19,DEUTSCHE-BROKER,2026-08-11,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1832,BRK02588,TRD105180,WIPRO,500,610.24,MORGANSTANLEY-BROKER,2026-08-17,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1833,BRK02590,TRD105182,AXISBANK,1500,1179.8,NOMURA-BROKER,2026-08-10,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1834,BRK02592,TRD105189,SBIN,750,849.49,MORGANSTANLEY-BROKER,2026-08-12,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1835,BRK02595,TRD105194,HDFCBANK,200,1674.76,KOTAK-CUST,2026-08-13,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1836,BRK02597,TRD105196,BHARTIARTL,1500,1696.94,NOMURA-BROKER,2026-08-21,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1837,BRK02599,TRD105199,TCS,1000,4134.81,ICICI-CUST,2026-08-07,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1838,BRK02601,TRD105201,AXISBANK,1500,1177.22,ICICI-CUST,2026-08-20,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1839,BRK02602,TRD105203,LT,500,3681.19,DEUTSCHE-BROKER,2026-08-11,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1840,BRK02606,TRD105216,MARUTI,250,12989.93,HDFC-CUST,2026-08-06,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1841,BRK02613,TRD105226,SBIN,500,848.84,HDFC-CUST,2026-08-10,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1842,BRK02618,TRD105232,TATASTEEL,1500,172.3,HDFC-CUST,2026-08-08,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1843,BRK02624,TRD105240,WIPRO,1000,608.05,DEUTSCHE-BROKER,2026-08-03,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1844,BRK02625,TRD105241,AXISBANK,250,1184.94,ICICI-CUST,2026-08-06,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1845,BRK02635,TRD105261,WIPRO,500,608.67,HDFC-CUST,2026-08-15,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1846,BRK02636,TRD105262,SBIN,2000,847.36,NOMURA-BROKER,2026-08-13,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1847,BRK02637,TRD105263,ITC,100,466.57,KOTAK-CUST,2026-08-19,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1848,BRK02645,TRD105276,BHARTIARTL,250,1696.64,MORGANSTANLEY-BROKER,2026-08-17,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1849,BRK02647,TRD105280,AXISBANK,500,1179.49,MORGANSTANLEY-BROKER,2026-08-02,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1850,BRK02649,TRD105287,KOTAKBANK,1000,1964.73,DEUTSCHE-BROKER,2026-08-13,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1851,BRK02652,TRD105291,TATASTEEL,1500,172.69,KOTAK-CUST,2026-08-08,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1852,BRK02661,TRD105305,ITC,2000,468.95,ICICI-CUST,2026-08-12,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1853,BRK02664,TRD105309,ICICIBANK,1000,1237.16,MORGANSTANLEY-BROKER,2026-08-09,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1854,BRK02670,TRD105325,HINDUNILVR,1500,2748.98,HDFC-CUST,2026-08-07,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1855,BRK02674,TRD105330,HDFCBANK,1000,1669.06,NOMURA-BROKER,2026-08-10,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1856,BRK02678,TRD105340,ICICIBANK,200,1238.12,HDFC-CUST,2026-08-04,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,P1,,template_contract_note
doc_1857,BRK02681,TRD105353,INFY,500,1891.0,ICICI-CUST,2026-08-16,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1858,BRK02683,TRD105357,HINDUNILVR,750,2755.01,ICICI-CUST,2026-08-03,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1859,BRK02689,TRD105369,SBIN,100,847.49,KOTAK-CUST,2026-08-19,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1860,BRK02694,TRD105381,LT,200,3677.99,MORGANSTANLEY-BROKER,2026-08-18,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1861,BRK02696,TRD105384,HINDUNILVR,2000,2756.34,ICICI-CUST,2026-08-08,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1862,BRK02698,TRD105387,RELIANCE,500,2859.45,ICICI-CUST,2026-08-19,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1863,BRK02705,TRD105404,ICICIBANK,2000,1237.39,KOTAK-CUST,2026-08-10,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1864,BRK02706,TRD105405,SBIN,1000,847.62,MORGANSTANLEY-BROKER,2026-08-15,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1865,BRK02709,TRD105416,HINDUNILVR,1500,2744.39,MORGANSTANLEY-BROKER,2026-08-18,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1866,BRK02712,TRD105431,TATASTEEL,500,171.69,DEUTSCHE-BROKER,2026-08-18,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1867,BRK02716,TRD105437,HDFCBANK,200,1668.05,KOTAK-CUST,2026-08-12,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1868,BRK02718,TRD105450,RELIANCE,2000,2845.26,NOMURA-BROKER,2026-08-17,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1869,BRK02722,TRD105454,BHARTIARTL,750,1695.59,DEUTSCHE-BROKER,2026-08-03,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1870,BRK02727,TRD105463,HDFCBANK,200,1678.31,HDFC-CUST,2026-08-03,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1871,BRK02737,TRD105484,SBIN,1000,845.4,ICICI-CUST,2026-08-05,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1872,BRK02744,TRD105500,AXISBANK,200,1177.93,KOTAK-CUST,2026-08-03,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1873,BRK02745,TRD105504,TATASTEEL,100,172.76,DEUTSCHE-BROKER,2026-08-10,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1874,BRK02750,TRD105511,RELIANCE,200,2863.81,MORGANSTANLEY-BROKER,2026-08-10,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,P2,,template_contract_note
doc_1875,BRK02752,TRD105518,TATASTEEL,2000,173.3,HDFC-CUST,2026-08-04,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1876,BRK02754,TRD105521,BHARTIARTL,100,1682.06,NOMURA-BROKER,2026-08-19,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1877,BRK02756,TRD105526,BHARTIARTL,100,1682.37,DEUTSCHE-BROKER,2026-08-10,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1878,BRK02757,TRD105530,BHARTIARTL,250,1696.74,DEUTSCHE-BROKER,2026-08-13,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1879,BRK02758,TRD105531,MARUTI,100,13011.03,KOTAK-CUST,2026-08-10,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1880,BRK02766,TRD105547,AXISBANK,2000,1186.1,KOTAK-CUST,2026-08-16,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1881,BRK02767,TRD105553,HDFCBANK,100,1681.85,ICICI-CUST,2026-08-05,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1882,BRK02777,TRD105576,KOTAKBANK,750,1963.4,HDFC-CUST,2026-08-03,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1883,BRK02778,TRD105577,HDFCBANK,1000,1667.65,KOTAK-CUST,2026-08-10,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1884,BRK02780,TRD105579,INFY,750,1885.95,HDFC-CUST,2026-08-11,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1885,BRK02784,TRD105587,TCS,1000,4102.57,ICICI-CUST,2026-08-22,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
doc_1886,BRK02786,TRD105590,HDFCBANK,200,1680.75,MORGANSTANLEY-BROKER,2026-08-21,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,P1,,template_contract_note
doc_1887,BRK02787,TRD105591,ITC,200,469.78,HDFC-CUST,2026-08-05,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,P1,,template_contract_note
doc_1888,BRK02793,TRD105601,HDFCBANK,100,1667.06,ICICI-CUST,2026-08-20,TRADE,CONF_MISSING,External confirmation never received,P0,,template_contract_note
doc_1889,BRK02799,TRD105612,KOTAKBANK,250,1947.65,HDFC-CUST,2026-08-20,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,P2,,template_contract_note
